customerid,customername,customersegment,country,city
4642,Customer 4642,Segment B,Country C,City A
4643,Customer 4643,Segment A,Country A,City A
4644,Customer 4644,Segment A,Country B,City B
4645,Customer 4645,Segment A,Country C,City B
4646,Customer 4646,Segment B,Country C,City D
4647,Customer 4647,Segment C,Country B,City C
4648,Customer 4648,Segment C,Country B,City C
4649,Customer 4649,Segment C,Country A,City A
4650,Customer 4650,Segment A,Country C,City D
4651,Customer 4651,Segment B,Country B,City A
4652,Customer 4652,Segment C,Country A,City C
4653,Customer 4653,Segment B,Country B,City B
4654,Customer 4654,Segment B,Country B,City A
4655,Customer 4655,Segment C,Country B,City A
4656,Customer 4656,Segment B,Country B,City D
4657,Customer 4657,Segment C,Country B,City E
4658,Customer 4658,Segment A,Country B,City C
4659,Customer 4659,Segment B,Country C,City B
4660,Customer 4660,Segment B,Country B,City A
4661,Customer 4661,Segment A,Country A,City A
4662,Customer 4662,Segment B,Country A,City A
4663,Customer 4663,Segment A,Country A,City C
4664,Customer 4664,Segment A,Country A,City C
4665,Customer 4665,Segment C,Country C,City D
4666,Customer 4666,Segment A,Country C,City E
4667,Customer 4667,Segment C,Country B,City C
4668,Customer 4668,Segment B,Country A,City C
4669,Customer 4669,Segment B,Country B,City B
4670,Customer 4670,Segment C,Country C,City D
4671,Customer 4671,Segment B,Country C,City C
4672,Customer 4672,Segment B,Country A,City E
4673,Customer 4673,Segment C,Country C,City A
4674,Customer 4674,Segment C,Country A,City C
4675,Customer 4675,Segment B,Country B,City E
4676,Customer 4676,Segment A,Country C,City C
4677,Customer 4677,Segment C,Country A,City D
4678,Customer 4678,Segment B,Country A,City E
4679,Customer 4679,Segment C,Country B,City D
4680,Customer 4680,Segment C,Country A,City A
4681,Customer 4681,Segment A,Country A,City D
4682,Customer 4682,Segment C,Country C,City C
4683,Customer 4683,Segment C,Country A,City A
4684,Customer 4684,Segment B,Country A,City C
4685,Customer 4685,Segment A,Country B,City E
4686,Customer 4686,Segment A,Country B,City B
4687,Customer 4687,Segment B,Country C,City C
4688,Customer 4688,Segment C,Country B,City B
4689,Customer 4689,Segment A,Country B,City C
4690,Customer 4690,Segment A,Country A,City E
4691,Customer 4691,Segment A,Country C,City D
4692,Customer 4692,Segment B,Country B,City C
4693,Customer 4693,Segment B,Country A,City C
4694,Customer 4694,Segment B,Country A,City C
4695,Customer 4695,Segment A,Country B,City D
4696,Customer 4696,Segment B,Country A,City B
4697,Customer 4697,Segment A,Country A,City C
4698,Customer 4698,Segment B,Country A,City B
4699,Customer 4699,Segment B,Country B,City B
4700,Customer 4700,Segment A,Country A,City E
4701,Customer 4701,Segment A,Country A,City A
4702,Customer 4702,Segment A,Country A,City A
4703,Customer 4703,Segment C,Country B,City E
4704,Customer 4704,Segment C,Country A,City C
4705,Customer 4705,Segment C,Country C,City B
4706,Customer 4706,Segment A,Country A,City D
4707,Customer 4707,Segment A,Country B,City E
4708,Customer 4708,Segment A,Country C,City B
4709,Customer 4709,Segment A,Country A,City C
4710,Customer 4710,Segment B,Country C,City C
4711,Customer 4711,Segment C,Country C,City A
4712,Customer 4712,Segment B,Country A,City E
4713,Customer 4713,Segment A,Country A,City D
4714,Customer 4714,Segment C,Country C,City A
4715,Customer 4715,Segment A,Country C,City A
4716,Customer 4716,Segment C,Country A,City E
4717,Customer 4717,Segment A,Country C,City D
4718,Customer 4718,Segment C,Country C,City A
4719,Customer 4719,Segment B,Country B,City E
4720,Customer 4720,Segment B,Country A,City B
4721,Customer 4721,Segment B,Country A,City B
4722,Customer 4722,Segment B,Country C,City E
4723,Customer 4723,Segment A,Country B,City A
4724,Customer 4724,Segment C,Country C,City A
4725,Customer 4725,Segment B,Country A,City E
4726,Customer 4726,Segment A,Country B,City D
4727,Customer 4727,Segment A,Country A,City D
4728,Customer 4728,Segment A,Country B,City C
4729,Customer 4729,Segment C,Country B,City C
4730,Customer 4730,Segment B,Country A,City B
4731,Customer 4731,Segment A,Country B,City D
4732,Customer 4732,Segment A,Country C,City A
4733,Customer 4733,Segment A,Country A,City B
4734,Customer 4734,Segment B,Country C,City B
4735,Customer 4735,Segment A,Country B,City A
4736,Customer 4736,Segment B,Country B,City E
4737,Customer 4737,Segment A,Country B,City A
4738,Customer 4738,Segment A,Country C,City E
4739,Customer 4739,Segment C,Country C,City E
4740,Customer 4740,Segment B,Country C,City D
4741,Customer 4741,Segment B,Country A,City E
4742,Customer 4742,Segment A,Country C,City E
4743,Customer 4743,Segment A,Country C,City E
4744,Customer 4744,Segment C,Country B,City D
4745,Customer 4745,Segment A,Country B,City A
4746,Customer 4746,Segment B,Country C,City C
4747,Customer 4747,Segment C,Country B,City E
4748,Customer 4748,Segment A,Country B,City D
4749,Customer 4749,Segment B,Country B,City A
4750,Customer 4750,Segment B,Country C,City E
4751,Customer 4751,Segment C,Country A,City D
4752,Customer 4752,Segment B,Country B,City C
4753,Customer 4753,Segment C,Country A,City E
4754,Customer 4754,Segment C,Country B,City A
4755,Customer 4755,Segment C,Country A,City A
4756,Customer 4756,Segment B,Country A,City B
4757,Customer 4757,Segment C,Country A,City A
4758,Customer 4758,Segment B,Country C,City A
4759,Customer 4759,Segment A,Country C,City D
4760,Customer 4760,Segment A,Country A,City A
4761,Customer 4761,Segment B,Country C,City D
4762,Customer 4762,Segment A,Country C,City C
4763,Customer 4763,Segment C,Country B,City B
4764,Customer 4764,Segment B,Country B,City A
4765,Customer 4765,Segment B,Country C,City D
4766,Customer 4766,Segment C,Country B,City B
4767,Customer 4767,Segment C,Country C,City D
4768,Customer 4768,Segment C,Country B,City D
4769,Customer 4769,Segment B,Country A,City A
4770,Customer 4770,Segment B,Country C,City C
4771,Customer 4771,Segment C,Country A,City C
4772,Customer 4772,Segment C,Country B,City B
4773,Customer 4773,Segment A,Country B,City D
4774,Customer 4774,Segment C,Country C,City D
4775,Customer 4775,Segment C,Country C,City D
4776,Customer 4776,Segment B,Country A,City A
4777,Customer 4777,Segment C,Country A,City B
4778,Customer 4778,Segment B,Country B,City D
4779,Customer 4779,Segment B,Country B,City E
4780,Customer 4780,Segment A,Country B,City E
4781,Customer 4781,Segment A,Country A,City A
4782,Customer 4782,Segment B,Country B,City C
4783,Customer 4783,Segment C,Country A,City C
4784,Customer 4784,Segment B,Country C,City B
4785,Customer 4785,Segment A,Country C,City B
4786,Customer 4786,Segment A,Country B,City E
4787,Customer 4787,Segment C,Country A,City B
4788,Customer 4788,Segment C,Country C,City C
4789,Customer 4789,Segment A,Country B,City A
4790,Customer 4790,Segment A,Country B,City E
4791,Customer 4791,Segment B,Country A,City A
4792,Customer 4792,Segment C,Country C,City B
4793,Customer 4793,Segment A,Country A,City D
4794,Customer 4794,Segment C,Country B,City C
4795,Customer 4795,Segment B,Country C,City D
4796,Customer 4796,Segment A,Country B,City D
4797,Customer 4797,Segment C,Country C,City B
4798,Customer 4798,Segment B,Country A,City D
4799,Customer 4799,Segment B,Country A,City E
4800,Customer 4800,Segment A,Country B,City C
4801,Customer 4801,Segment A,Country B,City E
4802,Customer 4802,Segment A,Country C,City C
4803,Customer 4803,Segment B,Country B,City A
4804,Customer 4804,Segment A,Country B,City E
4805,Customer 4805,Segment C,Country A,City A
4806,Customer 4806,Segment B,Country C,City C
4807,Customer 4807,Segment B,Country C,City C
4808,Customer 4808,Segment C,Country C,City B
4809,Customer 4809,Segment A,Country B,City E
4810,Customer 4810,Segment C,Country C,City A
4811,Customer 4811,Segment C,Country C,City D
4812,Customer 4812,Segment C,Country C,City A
4813,Customer 4813,Segment A,Country A,City B
4814,Customer 4814,Segment C,Country B,City A
4815,Customer 4815,Segment B,Country A,City B
4816,Customer 4816,Segment C,Country A,City B
4817,Customer 4817,Segment C,Country A,City A
4818,Customer 4818,Segment B,Country A,City C
4819,Customer 4819,Segment C,Country B,City D
4820,Customer 4820,Segment C,Country A,City A
4821,Customer 4821,Segment A,Country C,City C
4822,Customer 4822,Segment C,Country B,City D
4823,Customer 4823,Segment A,Country C,City A
4824,Customer 4824,Segment B,Country A,City A
4825,Customer 4825,Segment B,Country C,City E
4826,Customer 4826,Segment B,Country B,City C
4827,Customer 4827,Segment A,Country A,City B
4828,Customer 4828,Segment A,Country A,City A
4829,Customer 4829,Segment C,Country C,City C
4830,Customer 4830,Segment B,Country C,City C
4831,Customer 4831,Segment C,Country B,City A
4832,Customer 4832,Segment A,Country B,City B
4833,Customer 4833,Segment A,Country C,City E
4834,Customer 4834,Segment A,Country B,City C
4835,Customer 4835,Segment A,Country B,City C
4836,Customer 4836,Segment C,Country B,City E
4837,Customer 4837,Segment B,Country C,City C
4838,Customer 4838,Segment B,Country C,City C
4839,Customer 4839,Segment A,Country A,City C
4840,Customer 4840,Segment C,Country A,City D
4841,Customer 4841,Segment C,Country B,City D
4842,Customer 4842,Segment A,Country C,City B
4843,Customer 4843,Segment C,Country A,City E
4844,Customer 4844,Segment A,Country C,City D
4845,Customer 4845,Segment C,Country B,City E
4846,Customer 4846,Segment A,Country C,City C
4847,Customer 4847,Segment A,Country B,City E
4848,Customer 4848,Segment C,Country C,City A
4849,Customer 4849,Segment A,Country C,City C
4850,Customer 4850,Segment C,Country C,City A
4851,Customer 4851,Segment A,Country B,City B
4852,Customer 4852,Segment A,Country A,City D
4853,Customer 4853,Segment B,Country A,City A
4854,Customer 4854,Segment B,Country B,City C
4855,Customer 4855,Segment A,Country C,City E
4856,Customer 4856,Segment C,Country A,City A
4857,Customer 4857,Segment B,Country C,City A
4858,Customer 4858,Segment A,Country C,City C
4859,Customer 4859,Segment C,Country C,City B
4860,Customer 4860,Segment A,Country C,City C
4861,Customer 4861,Segment C,Country A,City C
4862,Customer 4862,Segment A,Country C,City A
4863,Customer 4863,Segment A,Country A,City E
4864,Customer 4864,Segment C,Country B,City E
4865,Customer 4865,Segment A,Country C,City C
4866,Customer 4866,Segment B,Country C,City A
4867,Customer 4867,Segment B,Country B,City B
4868,Customer 4868,Segment C,Country C,City E
4869,Customer 4869,Segment B,Country A,City D
4870,Customer 4870,Segment A,Country A,City A
4871,Customer 4871,Segment B,Country C,City D
4872,Customer 4872,Segment C,Country C,City C
4873,Customer 4873,Segment C,Country A,City C
4874,Customer 4874,Segment A,Country A,City B
4875,Customer 4875,Segment C,Country C,City E
4876,Customer 4876,Segment C,Country B,City C
4877,Customer 4877,Segment C,Country A,City A
4878,Customer 4878,Segment A,Country C,City B
4879,Customer 4879,Segment C,Country B,City D
4880,Customer 4880,Segment C,Country B,City E
4881,Customer 4881,Segment B,Country C,City E
4882,Customer 4882,Segment C,Country A,City E
4883,Customer 4883,Segment A,Country B,City A
4884,Customer 4884,Segment C,Country C,City C
4885,Customer 4885,Segment B,Country A,City C
4886,Customer 4886,Segment C,Country A,City A
4887,Customer 4887,Segment A,Country C,City D
4888,Customer 4888,Segment C,Country C,City B
4889,Customer 4889,Segment C,Country B,City B
4890,Customer 4890,Segment A,Country B,City D
4891,Customer 4891,Segment A,Country B,City A
4892,Customer 4892,Segment A,Country A,City D
4893,Customer 4893,Segment B,Country A,City B
4894,Customer 4894,Segment A,Country B,City E
4895,Customer 4895,Segment A,Country A,City A
4896,Customer 4896,Segment A,Country B,City A
4897,Customer 4897,Segment B,Country A,City C
4898,Customer 4898,Segment A,Country B,City B
4899,Customer 4899,Segment C,Country B,City A
4900,Customer 4900,Segment A,Country C,City D
4901,Customer 4901,Segment C,Country C,City B
4902,Customer 4902,Segment C,Country C,City A
4903,Customer 4903,Segment A,Country A,City E
4904,Customer 4904,Segment B,Country B,City A
4905,Customer 4905,Segment A,Country A,City B
4906,Customer 4906,Segment A,Country B,City B
4907,Customer 4907,Segment C,Country B,City C
4908,Customer 4908,Segment A,Country C,City C
4909,Customer 4909,Segment A,Country C,City C
4910,Customer 4910,Segment B,Country C,City B
4911,Customer 4911,Segment B,Country B,City A
4912,Customer 4912,Segment B,Country B,City E
4913,Customer 4913,Segment B,Country A,City B
4914,Customer 4914,Segment B,Country A,City E
4915,Customer 4915,Segment A,Country B,City E
4916,Customer 4916,Segment A,Country B,City B
4917,Customer 4917,Segment B,Country C,City C
4918,Customer 4918,Segment B,Country C,City E
4919,Customer 4919,Segment A,Country B,City D
4920,Customer 4920,Segment C,Country C,City E
4921,Customer 4921,Segment C,Country B,City A
4922,Customer 4922,Segment A,Country C,City A
4923,Customer 4923,Segment C,Country B,City A
4924,Customer 4924,Segment B,Country B,City A
4925,Customer 4925,Segment A,Country A,City D
4926,Customer 4926,Segment C,Country A,City B
4927,Customer 4927,Segment B,Country A,City C
4928,Customer 4928,Segment C,Country C,City A
4929,Customer 4929,Segment B,Country B,City C
4930,Customer 4930,Segment C,Country A,City B
4931,Customer 4931,Segment A,Country B,City A
4932,Customer 4932,Segment C,Country A,City D
4933,Customer 4933,Segment C,Country B,City E
4934,Customer 4934,Segment B,Country C,City B
4935,Customer 4935,Segment A,Country B,City D
4936,Customer 4936,Segment C,Country C,City A
4937,Customer 4937,Segment B,Country C,City D
4938,Customer 4938,Segment C,Country B,City A
4939,Customer 4939,Segment B,Country B,City D
4940,Customer 4940,Segment A,Country B,City D
4941,Customer 4941,Segment B,Country B,City C
4942,Customer 4942,Segment B,Country B,City D
4943,Customer 4943,Segment B,Country A,City C
4944,Customer 4944,Segment C,Country B,City E
4945,Customer 4945,Segment A,Country A,City B
4946,Customer 4946,Segment B,Country A,City E
4947,Customer 4947,Segment A,Country C,City B
4948,Customer 4948,Segment B,Country A,City C
4949,Customer 4949,Segment C,Country C,City A
4950,Customer 4950,Segment B,Country B,City C
4951,Customer 4951,Segment C,Country C,City D
4952,Customer 4952,Segment B,Country A,City D
4953,Customer 4953,Segment A,Country C,City C
4954,Customer 4954,Segment A,Country C,City B
4955,Customer 4955,Segment A,Country A,City E
4956,Customer 4956,Segment A,Country A,City B
4957,Customer 4957,Segment A,Country B,City A
4958,Customer 4958,Segment A,Country A,City D
4959,Customer 4959,Segment A,Country A,City D
4960,Customer 4960,Segment B,Country C,City A
4961,Customer 4961,Segment A,Country C,City E
4962,Customer 4962,Segment A,Country B,City D
4963,Customer 4963,Segment C,Country C,City D
4964,Customer 4964,Segment A,Country A,City E
4965,Customer 4965,Segment C,Country C,City D
4966,Customer 4966,Segment B,Country B,City E
4967,Customer 4967,Segment A,Country A,City E
4968,Customer 4968,Segment B,Country B,City A
4969,Customer 4969,Segment C,Country C,City C
4970,Customer 4970,Segment C,Country A,City B
4971,Customer 4971,Segment A,Country A,City C
4972,Customer 4972,Segment B,Country B,City E
4973,Customer 4973,Segment A,Country C,City D
4974,Customer 4974,Segment B,Country B,City B
4975,Customer 4975,Segment A,Country C,City E
4976,Customer 4976,Segment A,Country B,City C
4977,Customer 4977,Segment C,Country A,City E
4978,Customer 4978,Segment B,Country B,City A
4979,Customer 4979,Segment A,Country B,City D
4980,Customer 4980,Segment B,Country B,City E
4981,Customer 4981,Segment A,Country A,City A
4982,Customer 4982,Segment A,Country B,City A
4983,Customer 4983,Segment A,Country C,City C
4984,Customer 4984,Segment A,Country B,City C
4985,Customer 4985,Segment A,Country A,City C
